👤UserName,⭐Rating,📝Content,💬DeveloperReply,📆Review_Year,📅Review_Month,📅Review_Day,⏰Review_Hour_12,🌓Review_AM_PM,🕰️Review_Period,🔢Comment_Length,📆Reply_Year,📅Reply_Month,📅Reply_Day,⏰Reply_Hour_12,🌓Reply_AM_PM,🧹Content_Clean,🎯 Theme,🧩 Subtheme,😊 Sentiment,🖊️ Notes,🌐 Language,Theme_GT,Subtheme_GT,Sentiment_GT
Mohammad Rashid,5,Good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,29,12,PM,Afternoon,4,2025,6,29,12,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
ameen alabdali,1,There was no sufficient appointments Always,"Thank you for your time and we appreciate your feedback,
Kindly contact the Ministry of Health
via the toll-free number
937
or via X platform:‏ @SaudiMOH937",2025,6,29,3,AM,Night,43,2025,6,29,11,AM,no sufficient appointments always,Content & Services,Appointment Booking,Negative,NA,English,Content & Services,Appointment Booking,Negative
Satti Sarkar,4,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,29,1,AM,Night,4,2025,6,29,11,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mohsin khan Mohsin Khan,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,28,11,PM,Night,4,2025,6,29,11,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Malik Tariq,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,28,1,PM,Afternoon,4,2025,6,28,4,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Sharib Hasmi,3,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,28,10,AM,Morning,4,2025,6,28,4,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Zarar Pathan,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,28,9,AM,Morning,4,2025,6,28,4,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Saif Pathan,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,27,9,PM,Evening,4,2025,6,27,10,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mohammad Irfan,5,thank you,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,27,8,PM,Evening,9,2025,6,27,9,PM,thank,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Hayat 2024,5,thank,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,27,6,PM,Evening,5,2025,6,27,7,PM,thank,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Muzafar Ali Lashari,1,such a great service,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,26,10,PM,Night,20,2025,6,27,3,PM,such great service,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Anitha Ms,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,26,7,PM,Evening,4,2025,6,27,3,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
حجي الرمضان,5,Creating appointments & managing them in easy way with least difficulties.😅,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,26,3,AM,Night,75,2025,6,26,11,AM,creating appointments managing easy way least difficulties 😅,Content & Services,Appointment Booking,Positive,NA,English,Content & Services,Appointment Booking,Positive
Mohamed Siddiq90,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,25,9,PM,Evening,4,2025,6,26,11,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
md zulfiqar,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,25,7,PM,Evening,4,2025,6,26,11,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Abdul Kareem sheikh,5,Good support and helpful,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,25,7,PM,Evening,24,2025,6,26,11,AM,good support helpful,User Experience & Sentiment,Help & Guidance,Positive,NA,English,User Experience & Sentiment,Help & Guidance,Positive
Mdsaleem Ansari,5,good👍,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,25,6,PM,Evening,5,2025,6,26,11,AM,good👍,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
HR ANWAR MWE,5,Good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,25,3,PM,Afternoon,4,2025,6,25,5,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Aqib Shareef,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,25,3,PM,Afternoon,4,2025,6,25,5,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Jaunting PT,5,best app for both Saudi and Expat. easy to use and understand.,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,25,2,PM,Afternoon,62,2025,6,25,3,PM,best app both saudi expat easy use understand,User Experience & Sentiment,Ease Of Use,Positive,NA,English,User Experience & Sentiment,Ease of Use,Positive
Kaleel Rahman,5,"This implies ""The app is excellent"" or ""The app is great,"" suggesting a higher level of quality.",we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,24,11,PM,Night,96,2025,6,25,11,AM,implies app excellent app great suggesting higher level quality,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Kashifptc786 Kashifptc786,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,24,10,PM,Night,4,2025,6,25,11,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Md Masum,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,24,10,PM,Night,4,2025,6,25,11,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Imran afzal Imran afzal,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,24,7,PM,Evening,4,2025,6,25,11,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Rahmdullahaleel haleel,5,the great help full aap,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,24,7,PM,Evening,23,2025,6,25,11,AM,great help full app,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mohammad Izrail,5,very good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,24,6,PM,Evening,9,2025,6,25,11,AM,very good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Farhana Yeasmin,5,Ok,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,24,11,AM,Morning,2,2025,6,24,12,PM,ok,User Experience & Sentiment,Overall Satisfaction,Neutral,NA,English,User Experience & Sentiment,Overall Satisfaction,Neutral
Abu Hamja,5,good app,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,23,9,PM,Evening,8,2025,6,24,9,AM,good app,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Steven Md Yahya,5,it's a good app,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,23,7,PM,Evening,15,2025,6,24,9,AM,'s good app,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Zero Point Me,4,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,23,7,PM,Evening,4,2025,6,24,9,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Haider Ali,5,helpful,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,23,5,PM,Afternoon,7,2025,6,24,9,AM,helpful,User Experience & Sentiment,Help & Guidance,Positive,NA,English,User Experience & Sentiment,Help & Guidance,Positive
MAQBOOL KHAN Niazi,1,Good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,23,4,PM,Afternoon,4,2025,6,24,9,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Nayeem Shaikh,5,best,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,23,4,PM,Afternoon,4,2025,6,24,9,AM,best,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Aqib Jutt,4,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,23,3,PM,Afternoon,4,2025,6,24,9,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Waseem Ahmad,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,23,3,PM,Afternoon,4,2025,6,24,9,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
sohrab khan,3,exilent aap,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,23,2,PM,Afternoon,11,2025,6,23,3,PM,exilent app,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
ameen,1,ok,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,23,9,AM,Morning,2,2025,6,23,2,PM,ok,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Pradeep Pradeep,4,great performance,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,22,10,PM,Night,17,2025,6,23,9,AM,great performance,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Talha Mdtalha,5,very useful app,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,22,9,PM,Evening,15,2025,6,23,9,AM,very useful app,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Hassan Minhas,5,Good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,22,7,PM,Evening,4,2025,6,23,9,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
MD DALWAR HUSEN,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,22,5,PM,Afternoon,4,2025,6,23,9,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Elil Ostin,5,Good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,22,5,PM,Afternoon,4,2025,6,23,9,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Ahmad Ayub,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,22,4,PM,Afternoon,4,2025,6,23,9,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Ahmed Abou Halima,5,the best medical app,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,22,3,PM,Afternoon,20,2025,6,23,9,AM,best medical app,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Roba Ahmed,5,Very good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,22,3,PM,Afternoon,9,2025,6,23,9,AM,very good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Kareem Nawaz,4,OK,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,22,3,PM,Afternoon,2,2025,6,23,9,AM,ok,User Experience & Sentiment,Overall Satisfaction,Neutral,NA,English,User Experience & Sentiment,Overall Satisfaction,Neutral
Hasnain Maken,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,22,12,PM,Afternoon,4,2025,6,22,2,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Douter,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,21,10,PM,Night,4,2025,6,22,9,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Sabin rai,4,it's good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,21,10,PM,Night,9,2025,6,22,9,AM,'s good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Aftab Shaikh,5,nice app,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,21,9,PM,Evening,8,2025,6,22,9,AM,nice app,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Anwar Ali,5,Good and nice,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,21,4,PM,Afternoon,13,2025,6,21,6,PM,good nice,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mohammad Anis,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,21,2,AM,Night,4,2025,6,21,11,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
saif ullah Afridi,5,great app,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,20,10,PM,Night,9,2025,6,21,11,AM,great app,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
santosh Kumar,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,20,7,PM,Evening,4,2025,6,21,11,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mo Anwar,3,good 👍,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,20,8,AM,Morning,6,2025,6,20,11,AM,good 👍,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
wahid choudhari,5,very nice 👍,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,19,10,PM,Night,11,2025,6,20,11,AM,very nice 👍,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Joseph Ogalinola,5,very excellent,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,19,6,PM,Evening,14,2025,6,20,11,AM,very excellent,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Erfan,5,Good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,19,11,AM,Morning,4,2025,6,19,12,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Muhammadibrar Khan,4,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,18,12,PM,Afternoon,4,2025,6,18,1,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
MD ARIF ANSARI MD ANSARI,5,great 👍👍,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,18,10,AM,Morning,8,2025,6,18,11,AM,great 👍👍,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mehthab Ahmed,1,"I had a vaccination for my new born baby but it's not updated on the platform yet, even after one month of the vaccination","Thank you for your time and feedback. If you are facing any issues, please write to us at the Email:support@sehhaty.sa or via X Application : @Sehhatyapp",2025,6,18,12,AM,Night,122,2025,6,18,10,AM,vaccination new born baby 's not updated platform yet even after one month vaccination,Content & Services,Records / Vaccination,Negative,NA,English,Content & Services,Records / Vaccination,Negative
abdul wahab Bin asif,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,17,10,PM,Night,4,2025,6,18,10,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
ABDUL KARIM,4,ok,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,17,12,PM,Afternoon,2,2025,6,17,12,PM,ok,User Experience & Sentiment,Overall Satisfaction,Neutral,NA,English,User Experience & Sentiment,Overall Satisfaction,Neutral
Barfi Laddi,5,excellent,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,17,11,AM,Morning,9,2025,6,17,12,PM,excellent,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Chauhan Kumar,5,awesome,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,17,11,AM,Morning,7,2025,6,17,12,PM,awesome,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Rider Rasel,5,Good 👍,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,17,12,AM,Night,6,2025,6,17,8,AM,good 👍,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mohammad Ameen,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,16,8,PM,Evening,4,2025,6,17,11,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Ig Verwey,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,16,2,PM,Afternoon,4,2025,6,17,11,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mohammad Faruk,5,Mashallah good excellent 👏,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,16,9,AM,Morning,26,2025,6,16,2,PM,good excellent 👏,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Molleti Lakshmikari,4,its good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,16,7,AM,Morning,8,2025,6,16,8,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
GOLAM KIBRIYA,5,Thanks Dear,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,15,9,PM,Evening,11,2025,6,16,8,AM,thanks dear,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Abul Kashem,4,Nice,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,15,7,PM,Evening,4,2025,6,16,8,AM,nice,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mohammed Yousef,5,the best,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,15,12,PM,Afternoon,8,2025,6,15,2,PM,best,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Muhammad salim Sheikh,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,15,12,AM,Night,4,2025,6,15,8,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
amal maji,4,good 👍,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,14,10,PM,Night,6,2025,6,15,8,AM,good 👍,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
sarwar ronju,1,Excellent app,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,14,8,PM,Evening,13,2025,6,14,9,PM,excellent app,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Kaman singh Pun magar,5,very nice,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,14,7,PM,Evening,9,2025,6,14,8,PM,very nice,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Saleem Choudry,5,Nice,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,14,7,PM,Evening,4,2025,6,14,8,PM,nice,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Salman Hashmi,4,good 👍,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,14,2,PM,Afternoon,6,2025,6,14,4,PM,good 👍,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Anwar Ksa,4,good app,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,14,1,PM,Afternoon,8,2025,6,14,4,PM,good app,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Ayaz Khan,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,14,7,AM,Morning,4,2025,6,14,4,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Fahad munir Fahad munir,4,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,13,3,PM,Afternoon,4,2025,6,13,4,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mohd mahphooj Khan,3,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,13,10,AM,Morning,4,2025,6,13,4,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mohamed Ahmed,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,13,12,AM,Night,4,2025,6,13,4,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
সুমন আহমেদ,1,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,12,9,PM,Evening,4,2025,6,12,10,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Muhammed Naveed,5,Good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,12,12,AM,Night,4,2025,6,12,8,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Khan Ali,5,Good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,11,11,PM,Night,4,2025,6,12,8,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Muhammad Yasir,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,11,9,PM,Evening,4,2025,6,11,10,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
waleed Fuad,5,I love it,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,11,7,PM,Evening,9,2025,6,11,8,PM,love,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Muhammad Imran raza,5,good 👍,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,11,5,PM,Afternoon,6,2025,6,11,5,PM,good 👍,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Sunil Chauhan,4,good App,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,11,4,PM,Afternoon,8,2025,6,11,5,PM,good app,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Musanga Maishallah,5,excellent,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,11,3,PM,Afternoon,9,2025,6,11,5,PM,excellent,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Amir Ali,5,Good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,11,8,AM,Morning,4,2025,6,11,8,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Jabarulla Jabarulla,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,10,8,PM,Evening,4,2025,6,10,9,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mohamed Farook Farook,5,Good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,10,12,PM,Afternoon,4,2025,6,10,3,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mohd Khalid,5,nice aap my friend enjoy ♥️,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,10,11,AM,Morning,27,2025,6,10,3,PM,nice app friend enjoy ♥️,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
monis ansari,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,9,11,PM,Night,4,2025,6,10,9,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
saeed ullah,5,Very good service from kingdom of saudi arabia. I love it ❤️,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,9,6,PM,Evening,60,2025,6,9,10,PM,very good service kingdom saudi arabia love ❤️,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Haneef Naseema,5,Verry helpful,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,9,2,PM,Afternoon,13,2025,6,9,10,PM,verry helpful,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Babol Khan,5,super,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,9,11,AM,Morning,5,2025,6,9,10,PM,super,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Shakil Ahamad,5,very nice 👍,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,9,12,AM,Night,11,2025,6,9,8,AM,very nice 👍,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Shaikh Ekramullah,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,8,7,PM,Evening,4,2025,6,9,8,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Rana Waqar,5,Good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,8,3,PM,Afternoon,4,2025,6,8,4,PM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
Mdmonsor Ali,5,good,we would like to thank for your feedback on the app and sharing your experience with us.,2025,6,7,10,PM,Night,4,2025,6,8,10,AM,good,User Experience & Sentiment,Overall Satisfaction,Positive,NA,English,User Experience & Sentiment,Overall Satisfaction,Positive
